NumNodes,K,EppDist,EppPath,LazyDist,LazyPath
6140,128,11.5322,12.6345,5.93236,6.67023
6140,256,11.6391,12.7342,6.04797,6.87001
6140,512,11.8335,13.1028,6.23937,7.04119
6140,1024,12.192,13.5115,6.69749,7.59334
6140,2048,12.5231,15.0118,7.44357,9.05383
6140,4096,13.4124,19.0466,8.32199,12.1849
6140,8192,15.2072,27.0786,9.98629,18.5751
12284,64,28.1708,31.086,13.8169,15.3606
12284,128,28.1794,31.0632,13.895,15.513
12284,256,28.4272,31.2841,14.3415,15.8361
12284,512,28.4773,31.4514,14.4413,16.377
12284,1024,28.6409,32.4103,14.7933,17.6782
12284,2048,29.0029,36.4777,15.14,20.2229
12284,4096,29.7911,42.5717,15.9819,24.8071
12284,8192,31.4493,55.1068,17.8947,35.1578
24572,64,67.7339,76.1937,32.1147,34.6023
24572,128,67.5583,76.0744,32.3122,34.9412
24572,256,67.9757,76.1923,32.3468,35.3675
24572,512,67.7767,76.7532,32.5285,36.8105
24572,1024,67.7703,79.9866,32.7484,39.4692
24572,2048,68.0022,85.0928,33.458,43.4277
24572,4096,69.5799,94.5941,34.284,51.89
24572,8192,71.9032,119.235,36.5377,71.9066
49148,64,151.787,167.329,77.763,82.3208
49148,128,149.1,165.428,77.6144,82.3752
49148,256,151.252,164.565,78.4118,83.4999
49148,512,151.733,173.201,79.404,86.9278
49148,1024,150.96,177.387,78.2196,90.269
49148,2048,151.241,184.771,79.5617,99.1496
49148,4096,153.018,200.643,79.5815,112.11
49148,8192,151.754,234.77,80.3515,146.016
98300,64,325.07,360.429,169.733,178.381
98300,128,324.574,357.941,169.803,179.777
98300,256,324.794,361.176,170.722,182.306
98300,512,326.931,365.123,170.023,185.971
98300,1024,324.781,374.26,171.002,193.729
98300,2048,330.197,390.526,172.223,208.602
98300,4096,325.928,423.486,172.428,236.924
98300,8192,330.779,512.191,175.654,322.052
196604,64,691.422,764.443,375.177,391.143
196604,128,693.006,766.705,375.256,394.512
196604,256,694.209,756.324,374.207,395.778
196604,512,691.989,764.071,373.162,402.429
196604,1024,695.915,796.542,373.601,416.949
196604,2048,686.2,817.574,374.977,445.466
196604,4096,697.432,891.562,375.495,506.908
196604,8192,692.177,1039.07,389.362,655.546
393212,64,1466.63,1610.96,804.471,837.017
393212,128,1468.63,1607.87,801.138,840.451
393212,256,1473,1617.31,799.837,847.846
393212,512,1486.4,1612.49,797.443,868.692
393212,1024,1566.7,1670.55,801.087,906.134
393212,2048,1470.81,1758.93,802.791,993.747
393212,4096,1595.99,1958.98,800.198,1169.67
393212,8192,1582.73,2356.25,805.362,1550.07
786428,64,3051.39,3209.44,1712.4,1741.62
786428,128,3064.29,3119.97,1714.73,1768.21
786428,256,3078.38,3193.97,1715.2,1809.13
786428,512,3039.68,3277.13,1710.18,1906.17
786428,1024,3072.96,3399.19,1708.34,2068.79
786428,2048,3074.85,3761.57,1714.92,2396.19
786428,4096,3063.99,4430.43,1715.07,3034.81
786428,8192,3036.22,5693.27,1719.29,4287.56
1572860,64,6534.72,7180.18,3680.16,3805.19
1572860,128,6566.54,7163.81,3669.43,3855.57
1572860,256,6506.58,7256.88,3687.95,3957.21
1572860,512,6552.44,7496.89,3666.69,4136.98
1572860,1024,6519.83,7847.47,3708.25,4516.02
1572860,2048,6579.5,8516.43,3676.81,5221.1
1572860,4096,6571.69,9909.41,3672.87,6581.48
